cohort,unit,unit_type,genotype,stage,injury,independence_two_marker,seed,group_two_marker,n_two_marker,module,kind,n_genes_two_marker,total_genes_two_marker,coverage_two_marker,score_two_marker,interpretable_two_marker,label_overlap_two_marker,independence_reference,group_reference,n_reference,n_genes_reference,total_genes_reference,coverage_reference,score_reference,interpretable_reference,label_overlap_reference,difference,interpretable
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,17,two_marker,8,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.09644670050761421,False,,same-laboratory studies; not independent replication,reference,5746,197,199,0.9899497487437185,0.09847680399165344,True,,-0.0020301034840392307,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,17,two_marker,8,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06377551020408163,False,,same-laboratory studies; not independent replication,reference,5746,196,197,0.9949238578680203,0.06421059548079587,True,,-0.0004350852767142366,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,17,two_marker,8,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.11415816326530612,False,,same-laboratory studies; not independent replication,reference,5746,196,200,0.98,0.09607748424813713,True,,0.01808067901716899,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.42857142857142866,False,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,5742,5,5,1.0,0.06234761407175201,True,Cldn4;Krt8,0.36622381449967667,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,AT1_early_panel,paper_marker_panel,3,3,1.0,0.28571428571428575,False,,same-laboratory studies; not independent replication,reference,5742,3,3,1.0,0.3106931382793452,True,,-0.02497885256505944,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,AT1_late_panel,paper_marker_panel,4,4,1.0,0.05357142857142857,False,,same-laboratory studies; not independent replication,reference,5742,4,4,1.0,0.2591431556948799,True,,-0.20557172712345131,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.38095238095238093,False,Cldn4,same-laboratory studies; not independent replication,reference,5742,3,3,1.0,0.0803436665505631,True,Cldn4,0.3006087144018178,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.047619047619047616,False,,same-laboratory studies; not independent replication,reference,5742,3,3,1.0,0.017589690003483108,True,,0.03002935761556451,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,AT2_common_panel,repository_marker_panel,8,8,1.0,0.5357142857142857,False,,same-laboratory studies; not independent replication,reference,5742,8,8,1.0,0.5940221177290144,True,,-0.05830783201472867,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.16666666666666666,False,,same-laboratory studies; not independent replication,reference,5742,6,6,1.0,0.06060606060606061,True,,0.10606060606060605,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,ADI_published_400,complete_published_marker_list_400,392,400,0.98,0.2846209912536444,False,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,5742,392,400,0.98,0.2508921018773235,True,Cldn4;Krt8,0.03372888937632085,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.280952380952381,False,,same-laboratory studies; not independent replication,reference,5742,390,398,0.9798994974874372,0.25151470496298084,True,,0.02943767598940017,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,AT2_published_400,complete_published_marker_list_400,381,400,0.9525,0.2795275590551181,False,Sftpc,same-laboratory studies; not independent replication,reference,5742,381,400,0.9525,0.2916018726499313,True,Sftpc,-0.012074313594813202,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.2783641160949868,False,,same-laboratory studies; not independent replication,reference,5742,379,398,0.9522613065326633,0.29008996341359183,True,,-0.011725847318605043,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,AT1_published_400,complete_published_marker_list_400,383,400,0.9575,0.27713539723983593,False,Krt8,same-laboratory studies; not independent replication,reference,5742,383,400,0.9575,0.2779219220202384,True,Krt8,-0.0007865247804024755,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.275243081525804,False,,same-laboratory studies; not independent replication,reference,5742,382,399,0.9573934837092731,0.27797655194297183,True,,-0.002733470417167816,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.09427121102248005,False,,same-laboratory studies; not independent replication,reference,5742,197,199,0.9899497487437185,0.09805388030488679,True,,-0.0037826692824067393,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.05393586005830903,False,,same-laboratory studies; not independent replication,reference,5742,196,197,0.9949238578680203,0.06436817151102865,True,,-0.010432311452719618,False
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,same-laboratory studies; not independent replication,29,two_marker,14,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.10896501457725946,False,,same-laboratory studies; not independent replication,reference,5742,196,200,0.98,0.09569392020130937,True,,0.013271094375950088,False
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.45862068965517244,True,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,4659,5,5,1.0,0.08795878943979393,True,Cldn4;Krt8,0.3706619002153785,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,AT1_early_panel,paper_marker_panel,3,3,1.0,0.37931034482758624,True,,same-laboratory studies; not independent replication,reference,4659,3,3,1.0,0.2314516706017028,True,,0.14785867422588345,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,AT1_late_panel,paper_marker_panel,4,4,1.0,0.1724137931034483,True,,same-laboratory studies; not independent replication,reference,4659,4,4,1.0,0.1780424983902125,True,,-0.005628705286764207,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.44827586206896547,True,Cldn4,same-laboratory studies; not independent replication,reference,4659,3,3,1.0,0.06725334478071117,True,Cldn4,0.3810225172882543,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.09770114942528736,True,,same-laboratory studies; not independent replication,reference,4659,3,3,1.0,0.04407240466480647,True,,0.05362874476048089,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,AT2_common_panel,repository_marker_panel,8,8,1.0,0.521551724137931,True,,same-laboratory studies; not independent replication,reference,4659,8,8,1.0,0.6343367675466838,True,,-0.11278504340875273,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.28160919540229884,True,,same-laboratory studies; not independent replication,reference,4659,6,6,1.0,0.1227731272805323,True,,0.15883606812176654,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,ADI_published_400,complete_published_marker_list_400,392,400,0.98,0.3690622800844475,True,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,4659,392,400,0.98,0.30599925095601666,True,Cldn4;Krt8,0.06306302912843087,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.3658267020335985,True,,same-laboratory studies; not independent replication,reference,4659,390,398,0.9798994974874372,0.30677981959372813,True,,0.059046882439870385,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,AT2_published_400,complete_published_marker_list_400,381,400,0.9525,0.27862249977373515,True,Sftpc,same-laboratory studies; not independent replication,reference,4659,381,400,0.9525,0.31948775237609145,True,Sftpc,-0.040865252602356295,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.27722682194522785,True,,same-laboratory studies; not independent replication,reference,4659,379,398,0.9522613065326633,0.31812969025819465,True,,-0.0409028683129668,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,AT1_published_400,complete_published_marker_list_400,383,400,0.9575,0.31808769244620505,True,Krt8,same-laboratory studies; not independent replication,reference,4659,383,400,0.9575,0.2753557644403123,True,Krt8,0.04273192800589276,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.31630258169344644,True,,same-laboratory studies; not independent replication,reference,4659,382,399,0.9573934837092731,0.27529951037737016,True,,0.04100307131607628,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.106774024155435,True,,same-laboratory studies; not independent replication,reference,4659,197,199,0.9899497487437185,0.0971897631678439,True,,0.00958426098759109,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.07134060520760029,True,,same-laboratory studies; not independent replication,reference,4659,196,197,0.9949238578680203,0.06806225387772623,True,,0.0032783513298740574,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,17,two_marker,58,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.12104152005629838,True,,same-laboratory studies; not independent replication,reference,4659,196,200,0.98,0.10548379042537814,True,,0.015557729630920239,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,29,two_marker,73,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.4684931506849315,True,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,4641,5,5,1.0,0.08920491273432449,True,Cldn4;Krt8,0.37928823795060707,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,29,two_marker,73,AT1_early_panel,paper_marker_panel,3,3,1.0,0.4063926940639269,True,,same-laboratory studies; not independent replication,reference,4641,3,3,1.0,0.22954822954822954,True,,0.17684446451569738,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,29,two_marker,73,AT1_late_panel,paper_marker_panel,4,4,1.0,0.19178082191780824,True,,same-laboratory studies; not independent replication,reference,4641,4,4,1.0,0.1820189614307261,True,,0.009761860487082136,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,29,two_marker,73,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.4429223744292237,True,Cldn4,same-laboratory studies; not independent replication,reference,4641,3,3,1.0,0.06794512676865617,True,Cldn4,0.37497724766056756,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,29,two_marker,73,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.1141552511415525,True,,same-laboratory studies; not independent replication,reference,4641,3,3,1.0,0.043453278747396386,True,,0.07070197239415613,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,29,two_marker,73,AT2_common_panel,repository_marker_panel,8,8,1.0,0.4212328767123288,True,,same-laboratory studies; not independent replication,reference,4641,8,8,1.0,0.6377935789700495,True,,-0.21656070225772073,True
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,same-laboratory studies; not independent replication,29,two_marker,73,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.2945205479452055,True,,same-laboratory studies; not independent replication,reference,4641,6,6,1.0,0.11994541406306113,True,,0.17457513388214435,True
